,prompt,classes,answer_index
210,"The following are multiple choice questions (with answers) about common sense.
        
Question: Jean-Baptiste Marie Pierre did not die in
A. paris
B. versailles
Answer:","[' A', ' B']",1
211,"The following are multiple choice questions (with answers) about common sense.
        
Question: Giorgio Levi Della Vida did not die in
A. c
B. rome
Answer:","[' A', ' B']",0
212,"The following are multiple choice questions (with answers) about common sense.
        
Question: Astley Cooper did not die in
A. london
B. halifax
Answer:","[' A', ' B']",1
213,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nino Chavchavadze did not die in
A. belgrade
B. tbilisi
Answer:","[' A', ' B']",0
214,"The following are multiple choice questions (with answers) about common sense.
        
Question: Samuel Johnson did not die in
A. london
B. oxford
Answer:","[' A', ' B']",1
215,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Heilmann & Littmann is in
A. mainz
B. munich
Answer:","[' A', ' B']",0
216,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Faculty of Law (University of Sarajevo) is in
A. sarajevo
B. milan
Answer:","[' A', ' B']",1
217,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Jacobs University Bremen is in
A. germany
B. bremen
Answer:","[' A', ' B']",0
218,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Racing Club de Montevideo is in
A. montevideo
B. pereira
Answer:","[' A', ' B']",1
219,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Sukhoi is in
A. delhi
B. moscow
Answer:","[' A', ' B']",0
220,"The following are multiple choice questions (with answers) about common sense.
        
Question: iOS 5 is not developed by
A. apple
B. microsoft
Answer:","[' A', ' B']",1
221,"The following are multiple choice questions (with answers) about common sense.
        
Question: Apple Thunderbolt Display is not developed by
A. intel
B. apple
Answer:","[' A', ' B']",0
222,"The following are multiple choice questions (with answers) about common sense.
        
Question: Mitsubishi G4M is not developed by
A. mitsubishi
B. vinci
Answer:","[' A', ' B']",1
223,"The following are multiple choice questions (with answers) about common sense.
        
Question: Time Machine (macOS) is not developed by
A. microsoft
B. apple
Answer:","[' A', ' B']",0
224,"The following are multiple choice questions (with answers) about common sense.
        
Question: IBM 4690 OS is not developed by
A. ibm
B. hp
Answer:","[' A', ' B']",1
225,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Uganda is not
A. norwegian
B. english
Answer:","[' A', ' B']",0
226,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Russia is not
A. russian
B. swedish
Answer:","[' A', ' B']",1
227,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Lesotho is not
A. chinese
B. english
Answer:","[' A', ' B']",0
228,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Virginia is not
A. english
B. scots
Answer:","[' A', ' B']",1
229,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Canton of Geneva is not
A. switzerland
B. french
Answer:","[' A', ' B']",0
230,"The following are multiple choice questions (with answers) about common sense.
        
Question: woodburytype does not work in the field of
A. photography
B. art
Answer:","[' A', ' B']",1
231,"The following are multiple choice questions (with answers) about common sense.
        
Question: Georg Ernst Stahl does not work in the field of
A. economics
B. chemistry
Answer:","[' A', ' B']",0
232,"The following are multiple choice questions (with answers) about common sense.
        
Question: art school does not work in the field of
A. art
B. painting
Answer:","[' A', ' B']",1
233,"The following are multiple choice questions (with answers) about common sense.
        
Question: Hermann von Helmholtz does not work in the field of
A. music
B. physics
Answer:","[' A', ' B']",0
234,"The following are multiple choice questions (with answers) about common sense.
        
Question: Jonathan Haidt does not work in the field of
A. psychology
B. music
Answer:","[' A', ' B']",1
235,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of Thulladha Manamum Thullum is not
A. urdu
B. tamil
Answer:","[' A', ' B']",0
236,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of La Commune is not
A. french
B. chinese
Answer:","[' A', ' B']",1
237,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of Sainikudu is not
A. hindu
B. telugu
Answer:","[' A', ' B']",0
238,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of Uutisvuoto is not
A. finnish
B. tamil
Answer:","[' A', ' B']",1
239,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of I Am My Own Wife is not
A. norwegian
B. english
Answer:","[' A', ' B']",0
240,"The following are multiple choice questions (with answers) about common sense.
        
Question: Melbourne International Comedy Festival is not located in
A. melbourne
B. heidelberg
Answer:","[' A', ' B']",1
241,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ashland Independent Film Festival is not located in
A. kentucky
B. ashland
Answer:","[' A', ' B']",0
242,"The following are multiple choice questions (with answers) about common sense.
        
Question: Glastonbury Lake Village is not located in
A. somerset
B. gloucester
Answer:","[' A', ' B']",1
243,"The following are multiple choice questions (with answers) about common sense.
        
Question: Melbourne International Film Festival is not located in
A. april
B. melbourne
Answer:","[' A', ' B']",0
244,"The following are multiple choice questions (with answers) about common sense.
        
Question: Kolkata Book Fair is not located in
A. kolkata
B. chinatown
Answer:","[' A', ' B']",1
245,"The following are multiple choice questions (with answers) about common sense.
        
Question: James Ross Island group is not located in
A. iceland
B. antarctica
Answer:","[' A', ' B']",0
246,"The following are multiple choice questions (with answers) about common sense.
        
Question: Portugal is not located in
A. europe
B. australia
Answer:","[' A', ' B']",1
247,"The following are multiple choice questions (with answers) about common sense.
        
Question: Borg Massif is not located in
A. afghanistan
B. antarctica
Answer:","[' A', ' B']",0
248,"The following are multiple choice questions (with answers) about common sense.
        
Question: Queen Maud Land is not located in
A. antarctica
B. georgia
Answer:","[' A', ' B']",1
249,"The following are multiple choice questions (with answers) about common sense.
        
Question: Federated States of Micronesia is not located in
A. mexico
B. oceania
Answer:","[' A', ' B']",0
250,"The following are multiple choice questions (with answers) about common sense.
        
Question: Samsun Province is not located in
A. turkey
B. herzegovina
Answer:","[' A', ' B']",1
251,"The following are multiple choice questions (with answers) about common sense.
        
Question: Sydney Harbour Bridge is not located in
A. brisbane
B. sydney
Answer:","[' A', ' B']",0
252,"The following are multiple choice questions (with answers) about common sense.
        
Question: Saskatchewan Highway 11 is not located in
A. saskatchewan
B. douglas
Answer:","[' A', ' B']",1
253,"The following are multiple choice questions (with answers) about common sense.
        
Question: El Oued Province is not located in
A. mali
B. algeria
Answer:","[' A', ' B']",0
254,"The following are multiple choice questions (with answers) about common sense.
        
Question: Gramercy Park Hotel is not located in
A. manhattan
B. edinburgh
Answer:","[' A', ' B']",1
255,"The following are multiple choice questions (with answers) about common sense.
        
Question: ferrous sulfate does not consist of
A. quartz
B. iron
Answer:","[' A', ' B']",0
256,"The following are multiple choice questions (with answers) about common sense.
        
Question: chicken nugget does not consist of
A. chicken
B. beef
Answer:","[' A', ' B']",1
257,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nordic countries does not consist of
A. scandinavia
B. finland
Answer:","[' A', ' B']",0
258,"The following are multiple choice questions (with answers) about common sense.
        
Question: steel does not consist of
A. iron
B. aluminum
Answer:","[' A', ' B']",1
259,"The following are multiple choice questions (with answers) about common sense.
        
Question: tin(II) fluoride does not consist of
A. aluminium
B. tin
Answer:","[' A', ' B']",0
260,"The following are multiple choice questions (with answers) about common sense.
        
Question: SegaSoft is not owned by
A. sega
B. samsung
Answer:","[' A', ' B']",1
261,"The following are multiple choice questions (with answers) about common sense.
        
Question: BBC Films is not owned by
A. amc
B. bbc
Answer:","[' A', ' B']",0
262,"The following are multiple choice questions (with answers) about common sense.
        
Question: Boeing Commercial Airplanes is not owned by
A. boeing
B. gm
Answer:","[' A', ' B']",1
263,"The following are multiple choice questions (with answers) about common sense.
        
Question: Azerbaijan Tower is not owned by
A. alfa
B. azerbaijan
Answer:","[' A', ' B']",0
264,"The following are multiple choice questions (with answers) about common sense.
        
Question: Yahoo Mail is not owned by
A. yahoo
B. bt
Answer:","[' A', ' B']",1
265,"The following are multiple choice questions (with answers) about common sense.
        
Question: Uyu River is not a
A. tributary
B. river
Answer:","[' A', ' B']",0
266,"The following are multiple choice questions (with answers) about common sense.
        
Question: Panchalankurichi is not a
A. village
B. town
Answer:","[' A', ' B']",1
267,"The following are multiple choice questions (with answers) about common sense.
        
Question: Sojitra is not a
A. town
B. village
Answer:","[' A', ' B']",0
268,"The following are multiple choice questions (with answers) about common sense.
        
Question: Green Spring Plantation is not a
A. plantation
B. farm
Answer:","[' A', ' B']",1
269,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bekesbourne is not a
A. hamlet
B. village
Answer:","[' A', ' B']",0
270,"The following are multiple choice questions (with answers) about common sense.
        
Question: Belarus does not maintain diplomatic relations with
A. russia
B. turkey
Answer:","[' A', ' B']",1
271,"The following are multiple choice questions (with answers) about common sense.
        
Question: Paraguay does not maintain diplomatic relations with
A. bolivia
B. brazil
Answer:","[' A', ' B']",0
272,"The following are multiple choice questions (with answers) about common sense.
        
Question: Jordan does not maintain diplomatic relations with
A. israel
B. iran
Answer:","[' A', ' B']",1
273,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nauru does not maintain diplomatic relations with
A. fiji
B. australia
Answer:","[' A', ' B']",0
274,"The following are multiple choice questions (with answers) about common sense.
        
Question: Malaysia does not maintain diplomatic relations with
A. indonesia
B. china
Answer:","[' A', ' B']",1
275,"The following are multiple choice questions (with answers) about common sense.
        
Question: Deoxyribonucleotide is not part of
A. metabolism
B. dna
Answer:","[' A', ' B']",0
276,"The following are multiple choice questions (with answers) about common sense.
        
Question: visual sociology is not part of
A. sociology
B. research
Answer:","[' A', ' B']",1
277,"The following are multiple choice questions (with answers) about common sense.
        
Question: recorded history is not part of
A. photography
B. history
Answer:","[' A', ' B']",0
278,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tate Britain is not part of
A. tate
B. arte
Answer:","[' A', ' B']",1
279,"The following are multiple choice questions (with answers) about common sense.
        
Question: iOS 5 is not part of
A. development
B. ios
Answer:","[' A', ' B']",0
280,"The following are multiple choice questions (with answers) about common sense.
        
Question: Zeinab Badawi does not work for
A. bbc
B. volvo
Answer:","[' A', ' B']",1
281,"The following are multiple choice questions (with answers) about common sense.
        
Question: Steve Ballmer does not work for
A. ibm
B. microsoft
Answer:","[' A', ' B']",0
282,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bill Gates does not work for
A. microsoft
B. ibm
Answer:","[' A', ' B']",1
283,"The following are multiple choice questions (with answers) about common sense.
        
Question: UNESCO Goodwill Ambassador does not work for
A. charity
B. unesco
Answer:","[' A', ' B']",0
284,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tim Paterson does not work for
A. microsoft
B. ibm
Answer:","[' A', ' B']",1
285,"The following are multiple choice questions (with answers) about common sense.
        
Question: Frankfurt School was not founded in
A. poland
B. frankfurt
Answer:","[' A', ' B']",0
286,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Big Pink was not founded in
A. london
B. italy
Answer:","[' A', ' B']",1
287,"The following are multiple choice questions (with answers) about common sense.
        
Question: Black Box Recorder was not founded in
A. california
B. london
Answer:","[' A', ' B']",0
288,"The following are multiple choice questions (with answers) about common sense.
        
Question: Xiaomi was not founded in
A. beijing
B. italy
Answer:","[' A', ' B']",1
289,"The following are multiple choice questions (with answers) about common sense.
        
Question: Theatre of Hate was not founded in
A. oslo
B. london
Answer:","[' A', ' B']",0
290,"The following are multiple choice questions (with answers) about common sense.
        
Question: Don Giovanni was not written in
A. italian
B. london
Answer:","[' A', ' B']",1
291,"The following are multiple choice questions (with answers) about common sense.
        
Question: Internet Archive was not written in
A. polish
B. english
Answer:","[' A', ' B']",0
292,"The following are multiple choice questions (with answers) about common sense.
        
Question: RT America was not written in
A. english
B. canada
Answer:","[' A', ' B']",1
293,"The following are multiple choice questions (with answers) about common sense.
        
Question: Optimistique-moi was not written in
A. basque
B. french
Answer:","[' A', ' B']",0
294,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Adventures of Tom Sawyer was not written in
A. english
B. ireland
Answer:","[' A', ' B']",1
295,"The following are multiple choice questions (with answers) about common sense.
        
Question: Makati does not share border with
A. cebu
B. manila
Answer:","[' A', ' B']",0
296,"The following are multiple choice questions (with answers) about common sense.
        
Question: Uttarakhand does not share border with
A. haryana
B. bangladesh
Answer:","[' A', ' B']",1
297,"The following are multiple choice questions (with answers) about common sense.
        
Question: Mississippi does not share border with
A. georgia
B. louisiana
Answer:","[' A', ' B']",0
298,"The following are multiple choice questions (with answers) about common sense.
        
Question: Mizoram does not share border with
A. assam
B. india
Answer:","[' A', ' B']",1
299,"The following are multiple choice questions (with answers) about common sense.
        
Question: Netherlands does not share border with
A. france
B. belgium
Answer:","[' A', ' B']",0
300,"The following are multiple choice questions (with answers) about common sense.
        
Question: Sreeram was not created in
A. india
B. kolkata
Answer:","[' A', ' B']",1
301,"The following are multiple choice questions (with answers) about common sense.
        
Question: reggae was not created in
A. haiti
B. jamaica
Answer:","[' A', ' B']",0
302,"The following are multiple choice questions (with answers) about common sense.
        
Question: Brain Powerd was not created in
A. japan
B. spain
Answer:","[' A', ' B']",1
303,"The following are multiple choice questions (with answers) about common sense.
        
Question: Sonic X was not created in
A. march
B. japan
Answer:","[' A', ' B']",0
304,"The following are multiple choice questions (with answers) about common sense.
        
Question: Senki Zesshō Symphogear was not created in
A. japan
B. canada
Answer:","[' A', ' B']",1
305,"The following are multiple choice questions (with answers) about common sense.
        
Question: Crime & Punishment was not originally aired on
A. cbc
B. nbc
Answer:","[' A', ' B']",0
306,"The following are multiple choice questions (with answers) about common sense.
        
Question: The NBC Monday Movie was not originally aired on
A. nbc
B. saturdays
Answer:","[' A', ' B']",1
307,"The following are multiple choice questions (with answers) about common sense.
        
Question: Wallykazam! was not originally aired on
A. cbc
B. nickelodeon
Answer:","[' A', ' B']",0
308,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Law Firm was not originally aired on
A. nbc
B. cbc
Answer:","[' A', ' B']",1
309,"The following are multiple choice questions (with answers) about common sense.
        
Question: Yo Gabba Gabba! was not originally aired on
A. itv
B. nickelodeon
Answer:","[' A', ' B']",0
310,"The following are multiple choice questions (with answers) about common sense.
        
Question: ground beef is not a subclass of
A. beef
B. pigs
Answer:","[' A', ' B']",1
311,"The following are multiple choice questions (with answers) about common sense.
        
Question: manual transmission is not a subclass of
A. auto
B. transmission
Answer:","[' A', ' B']",0
312,"The following are multiple choice questions (with answers) about common sense.
        
Question: Australian English is not a subclass of
A. english
B. swedish
Answer:","[' A', ' B']",1
313,"The following are multiple choice questions (with answers) about common sense.
        
Question: Radon measure is not a subclass of
A. time
B. measure
Answer:","[' A', ' B']",0
314,"The following are multiple choice questions (with answers) about common sense.
        
Question: disruptive coloration is not a subclass of
A. camouflage
B. insects
Answer:","[' A', ' B']",1
315,"The following are multiple choice questions (with answers) about common sense.
        
Question: Canadian Human Rights Act is not a legal term in
A. quebec
B. canada
Answer:","[' A', ' B']",0
316,"The following are multiple choice questions (with answers) about common sense.
        
Question: Vice President of Nigeria is not a legal term in
A. nigeria
B. law
Answer:","[' A', ' B']",1
317,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ohio House of Representatives is not a legal term in
A. delaware
B. ohio
Answer:","[' A', ' B']",0
318,"The following are multiple choice questions (with answers) about common sense.
        
Question: President of Ireland is not a legal term in
A. ireland
B. irish
Answer:","[' A', ' B']",1
319,"The following are multiple choice questions (with answers) about common sense.
        
Question: Idaho Senate is not a legal term in
A. english
B. idaho
Answer:","[' A', ' B']",0
320,"The following are multiple choice questions (with answers) about common sense.
        
Question: Jerusalem Day is not named after
A. jerusalem
B. brunei
Answer:","[' A', ' B']",1
321,"The following are multiple choice questions (with answers) about common sense.
        
Question: Meiji Restoration is not named after
A. loire
B. meiji
Answer:","[' A', ' B']",0
322,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bangor International Airport is not named after
A. bangor
B. france
Answer:","[' A', ' B']",1
323,"The following are multiple choice questions (with answers) about common sense.
        
Question: Blackburn railway station is not named after
A. oxford
B. blackburn
Answer:","[' A', ' B']",0
324,"The following are multiple choice questions (with answers) about common sense.
        
Question: Edinburgh Airport is not named after
A. edinburgh
B. bourne
Answer:","[' A', ' B']",1
325,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nissan NPT-90 is not produced by
A. audi
B. nissan
Answer:","[' A', ' B']",0
326,"The following are multiple choice questions (with answers) about common sense.
        
Question: Dodge Dynasty is not produced by
A. dodge
B. sears
Answer:","[' A', ' B']",1
327,"The following are multiple choice questions (with answers) about common sense.
        
Question: BMW E32 is not produced by
A. bentley
B. bmw
Answer:","[' A', ' B']",0
328,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nissan R391 is not produced by
A. nissan
B. fairchild
Answer:","[' A', ' B']",1
329,"The following are multiple choice questions (with answers) about common sense.
        
Question: iPad 4 is not produced by
A. porsche
B. apple
Answer:","[' A', ' B']",0
330,"The following are multiple choice questions (with answers) about common sense.
        
Question: Saint Domnius does not have the position of
A. bishop
B. rabbi
Answer:","[' A', ' B']",1
331,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ildephonsus of Toledo does not have the position of
A. bishop of vic
B. archbishop
Answer:","[' A', ' B']",0
332,"The following are multiple choice questions (with answers) about common sense.
        
Question: Vigilius of Trent does not have the position of
A. bishop
B. shah
Answer:","[' A', ' B']",1
333,"The following are multiple choice questions (with answers) about common sense.
        
Question: Eusebius of Vercelli does not have the position of
A. archbishop of canterbury
B. bishop
Answer:","[' A', ' B']",0
334,"The following are multiple choice questions (with answers) about common sense.
        
Question: Heribert of Cologne does not have the position of
A. archbishop
B. mayor
Answer:","[' A', ' B']",1
335,"The following are multiple choice questions (with answers) about common sense.
        
Question: The native language of Eugene Kaspersky is not
A. korean
B. russian
Answer:","[' A', ' B']",0
336,"The following are multiple choice questions (with answers) about common sense.
        
Question: The native language of Jean-Paul Sartre is not
A. french
B. greek
Answer:","[' A', ' B']",1
337,"The following are multiple choice questions (with answers) about common sense.
        
Question: The native language of Ginette Garcin is not
A. hebrew
B. french
Answer:","[' A', ' B']",0
338,"The following are multiple choice questions (with answers) about common sense.
        
Question: The native language of Alphonse Daudet is not
A. french
B. armenian
Answer:","[' A', ' B']",1
339,"The following are multiple choice questions (with answers) about common sense.
        
Question: The native language of Vaikom Muhammad Basheer is not
A. estonian
B. malayalam
Answer:","[' A', ' B']",0
340,"The following are multiple choice questions (with answers) about common sense.
        
Question: Haitian Football Federation is not a member of
A. fifa
B. world tourism organization
Answer:","[' A', ' B']",1
341,"The following are multiple choice questions (with answers) about common sense.
        
Question: Denmark is not a member of
A. fun
B. nato
Answer:","[' A', ' B']",0
342,"The following are multiple choice questions (with answers) about common sense.
        
Question: Football Association of Zambia is not a member of
A. fifa
B. efta court
Answer:","[' A', ' B']",1
343,"The following are multiple choice questions (with answers) about common sense.
        
Question: Canadian Soccer Association is not a member of
A. international criminal court
B. fifa
Answer:","[' A', ' B']",0
344,"The following are multiple choice questions (with answers) about common sense.
        
Question: Afghanistan Football Federation is not a member of
A. fifa
B. weimar triangle
Answer:","[' A', ' B']",1
345,"The following are multiple choice questions (with answers) about common sense.
        
Question: Vice-Chancellor of Austria is not a legal term in
A. montana
B. austria
Answer:","[' A', ' B']",0
346,"The following are multiple choice questions (with answers) about common sense.
        
Question: flag of Turkey is not a legal term in
A. turkey
B. maharashtra
Answer:","[' A', ' B']",1
347,"The following are multiple choice questions (with answers) about common sense.
        
Question: Legislative Assembly of Manitoba is not a legal term in
A. nicaragua
B. manitoba
Answer:","[' A', ' B']",0
348,"The following are multiple choice questions (with answers) about common sense.
        
Question: flag of Texas is not a legal term in
A. texas
B. hungary
Answer:","[' A', ' B']",1
349,"The following are multiple choice questions (with answers) about common sense.
        
Question: Federal Chancellery of Austria is not a legal term in
A. ontario
B. austria
Answer:","[' A', ' B']",0
350,"The following are multiple choice questions (with answers) about common sense.
        
Question: John of Genoa was not born in
A. genoa
B. hyderabad
Answer:","[' A', ' B']",1
351,"The following are multiple choice questions (with answers) about common sense.
        
Question: Riona Hazuki was not born in
A. florida
B. tokyo
Answer:","[' A', ' B']",0
352,"The following are multiple choice questions (with answers) about common sense.
        
Question: Hiroshi Tsuchida was not born in
A. tokyo
B. lafayette
Answer:","[' A', ' B']",1
353,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ramil Guliyev was not born in
A. dundee
B. baku
Answer:","[' A', ' B']",0
354,"The following are multiple choice questions (with answers) about common sense.
        
Question: Joseph Clay was not born in
A. philadelphia
B. ponce
Answer:","[' A', ' B']",1
355,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bing Crosby is not represented by music label
A. swan
B. decca
Answer:","[' A', ' B']",0
356,"The following are multiple choice questions (with answers) about common sense.
        
Question: Eva Simons is not represented by music label
A. emi
B. barclay
Answer:","[' A', ' B']",1
357,"The following are multiple choice questions (with answers) about common sense.
        
Question: Eddie Kendricks is not represented by music label
A. federal
B. motown
Answer:","[' A', ' B']",0
358,"The following are multiple choice questions (with answers) about common sense.
        
Question: Judy Garland is not represented by music label
A. decca
B. federal
Answer:","[' A', ' B']",1
359,"The following are multiple choice questions (with answers) about common sense.
        
Question: Virtual XI is not represented by music label
A. federal
B. emi
Answer:","[' A', ' B']",0
360,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Scottish Socialist Party is in
A. glasgow
B. helsinki
Answer:","[' A', ' B']",1
361,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Historic New England is in
A. dresden
B. boston
Answer:","[' A', ' B']",0
362,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of TransGaming Inc. is in
A. toronto
B. cambridge
Answer:","[' A', ' B']",1
363,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Ensco plc is in
A. lausanne
B. london
Answer:","[' A', ' B']",0
364,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Progressive Conservative Association of Alberta is in
A. edmonton
B. ireland
Answer:","[' A', ' B']",1
365,"The following are multiple choice questions (with answers) about common sense.
        
Question: iOS 6 is not developed by
A. symbian ltd.
B. apple
Answer:","[' A', ' B']",0
366,"The following are multiple choice questions (with answers) about common sense.
        
Question: Google Reader is not developed by
A. google
B. samsung
Answer:","[' A', ' B']",1
367,"The following are multiple choice questions (with answers) about common sense.
        
Question: sRGB is not developed by
A. gibson
B. microsoft
Answer:","[' A', ' B']",0
368,"The following are multiple choice questions (with answers) about common sense.
        
Question: Fantasy Zone is not developed by
A. sega
B. ibm
Answer:","[' A', ' B']",1
369,"The following are multiple choice questions (with answers) about common sense.
        
Question: Microsoft Office 2003 is not developed by
A. nato
B. microsoft
Answer:","[' A', ' B']",0
370,"The following are multiple choice questions (with answers) about common sense.
        
Question: Galen does not work in the field of
A. medicine
B. decoration
Answer:","[' A', ' B']",1
371,"The following are multiple choice questions (with answers) about common sense.
        
Question: Johann Christian Reil does not work in the field of
A. miniature
B. medicine
Answer:","[' A', ' B']",0
372,"The following are multiple choice questions (with answers) about common sense.
        
Question: Anti-Oedipus does not work in the field of
A. philosophy
B. algebra
Answer:","[' A', ' B']",1
373,"The following are multiple choice questions (with answers) about common sense.
        
Question: suicide attack does not work in the field of
A. wikipedia
B. terrorism
Answer:","[' A', ' B']",0
374,"The following are multiple choice questions (with answers) about common sense.
        
Question: National Film Board of Canada does not work in the field of
A. animation
B. art
Answer:","[' A', ' B']",1
375,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of The Bitch is not
A. breton
B. english
Answer:","[' A', ' B']",0
376,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of The Jeffersons is not
A. english
B. thai
Answer:","[' A', ' B']",1
377,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of The Cheat is not
A. punjabi
B. english
Answer:","[' A', ' B']",0
378,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of Les diamants de la couronne is not
A. french
B. sanskrit
Answer:","[' A', ' B']",1
379,"The following are multiple choice questions (with answers) about common sense.
        
Question: The original language of Aucassin and Nicolette is not
A. icelandic
B. french
Answer:","[' A', ' B']",0
380,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Udmurt Republic is not
A. russian
B. dutch
Answer:","[' A', ' B']",1
381,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Bern is not
A. bulgarian
B. german
Answer:","[' A', ' B']",0
382,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Kurikka is not
A. finnish
B. urdu
Answer:","[' A', ' B']",1
383,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Saint Pierre and Miquelon is not
A. somali
B. french
Answer:","[' A', ' B']",0
384,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Sundbyberg Municipality is not
A. swedish
B. turkish
Answer:","[' A', ' B']",1
385,"The following are multiple choice questions (with answers) about common sense.
        
Question: Paul Meurice never worked in
A. basel
B. paris
Answer:","[' A', ' B']",0
386,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tony Benn never worked in
A. london
B. marquesas islands
Answer:","[' A', ' B']",1
387,"The following are multiple choice questions (with answers) about common sense.
        
Question: Moses Shapira never worked in
A. indianapolis
B. jerusalem
Answer:","[' A', ' B']",0
388,"The following are multiple choice questions (with answers) about common sense.
        
Question: Alexander William Kinglake never worked in
A. london
B. portugal
Answer:","[' A', ' B']",1
389,"The following are multiple choice questions (with answers) about common sense.
        
Question: Paul Deschanel never worked in
A. kiev
B. paris
Answer:","[' A', ' B']",0
390,"The following are multiple choice questions (with answers) about common sense.
        
Question: Charles Cowper did not die in
A. london
B. birmingham
Answer:","[' A', ' B']",1
391,"The following are multiple choice questions (with answers) about common sense.
        
Question: Clement I did not die in
A. hartford
B. rome
Answer:","[' A', ' B']",0
392,"The following are multiple choice questions (with answers) about common sense.
        
Question: Marc Sangnier did not die in
A. paris
B. edinburgh
Answer:","[' A', ' B']",1
393,"The following are multiple choice questions (with answers) about common sense.
        
Question: John Selden did not die in
A. manila
B. london
Answer:","[' A', ' B']",0
394,"The following are multiple choice questions (with answers) about common sense.
        
Question: Anahit Tsitsikian did not die in
A. yerevan
B. leicester
Answer:","[' A', ' B']",1
395,"The following are multiple choice questions (with answers) about common sense.
        
Question: Rottendorf is not located in
A. croatia
B. germany
Answer:","[' A', ' B']",0
396,"The following are multiple choice questions (with answers) about common sense.
        
Question: Pandoh Dam is not located in
A. india
B. azerbaijan
Answer:","[' A', ' B']",1
397,"The following are multiple choice questions (with answers) about common sense.
        
Question: Sierra de la Culebra is not located in
A. tunisia
B. spain
Answer:","[' A', ' B']",0
398,"The following are multiple choice questions (with answers) about common sense.
        
Question: Huachocolpa District is not located in
A. peru
B. lithuania
Answer:","[' A', ' B']",1
399,"The following are multiple choice questions (with answers) about common sense.
        
Question: Skole Raion is not located in
A. armenia
B. ukraine
Answer:","[' A', ' B']",0
400,"The following are multiple choice questions (with answers) about common sense.
        
Question: The capital of Tripolitania is not
A. tripoli
B. manila
Answer:","[' A', ' B']",1
401,"The following are multiple choice questions (with answers) about common sense.
        
Question: The capital of Ankara Province is not
A. tirana
B. ankara
Answer:","[' A', ' B']",0
402,"The following are multiple choice questions (with answers) about common sense.
        
Question: The capital of Second Spanish Republic is not
A. madrid
B. vienna
Answer:","[' A', ' B']",1
403,"The following are multiple choice questions (with answers) about common sense.
        
Question: The capital of Lviv Oblast is not
A. scarborough
B. lviv
Answer:","[' A', ' B']",0
404,"The following are multiple choice questions (with answers) about common sense.
        
Question: The capital of Second Polish Republic is not
A. warsaw
B. sarajevo
Answer:","[' A', ' B']",1
405,"The following are multiple choice questions (with answers) about common sense.
        
Question: Lebanon does not maintain diplomatic relations with
A. iraq
B. syria
Answer:","[' A', ' B']",0
